name,symbol,current_price,market_cap,total_volume,circulating_supply,total_supply,ath,atl,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_7d_in_currency,timestamp
XRP,XRP,2.39,135844804549,26296278044,57051491087.0,99986947886.0,3.4,0.00268621,-0.4392653307194058,26.281244253395265,69.80363905002146,2024-12-01 21:07:03
