name,symbol,current_price,market_cap,total_volume,circulating_supply,total_supply,ath,atl,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_7d_in_currency,timestamp
Solana,SOL,236.11,112091268514,5219342787,475166842.683153,589291387.370208,263.21,0.500801,-0.12642332031280942,-2.6771009285423997,-8.14738134592962,2024-12-01 00:43:51
Solana,SOL,236.11,112091268514,5219342787,475166842.683153,589291387.370208,263.21,0.500801,-0.12642332031280942,-2.6771009285423997,-8.14738134592962,2024-12-01 00:44:07
Solana,SOL,236.11,112091268514,5219342787,475166842.683153,589291387.370208,263.21,0.500801,-0.12642332031280942,-2.6771009285423997,-8.14738134592962,2024-12-01 00:44:22
Solana,SOL,236.11,112091268514,5219342787,475166842.683153,589291387.370208,263.21,0.500801,-0.12642332031280942,-2.6771009285423997,-8.14738134592962,2024-12-01 00:44:37
Solana,SOL,236.11,112091268514,5219342787,475166842.683153,589291387.370208,263.21,0.500801,-0.12642332031280942,-2.6771009285423997,-8.14738134592962,2024-12-01 00:44:52
Solana,SOL,236.11,112091268514,5219342787,475166842.683153,589291387.370208,263.21,0.500801,-0.12642332031280942,-2.6771009285423997,-8.14738134592962,2024-12-01 00:45:07
