name,symbol,current_price,market_cap,total_volume,circulating_supply,total_supply,ath,atl,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_7d_in_currency,timestamp
Lido Staked Ether,STETH,3732.34,36706191357,92923817,9832818.20258665,9832818.20258665,4829.57,482.9,0.6551894696829819,0.6165103158748189,12.413782321230874,2024-12-01 21:06:48
Lido Staked Ether,STETH,3732.34,36706191357,92923817,9832818.20258665,9832818.20258665,4829.57,482.9,0.6551894696829819,0.6165103158748189,12.413782321230874,2024-12-01 21:07:03
