name,symbol,current_price,market_cap,total_volume,circulating_supply,total_supply,ath,atl,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_7d_in_currency,timestamp
USDC,USDC,1.0,39902026674,5310947841,39910070913.7006,39912486709.9483,1.17,0.877647,-0.004334042371170325,0.01677791132865868,-0.02793199582615179,2024-12-01 00:43:51
USDC,USDC,1.0,39902026674,5310947841,39910070913.7006,39912486709.9483,1.17,0.877647,-0.004334042371170325,0.01677791132865868,-0.02793199582615179,2024-12-01 00:44:07
USDC,USDC,1.0,39902026674,5310947841,39910070913.7006,39912486709.9483,1.17,0.877647,-0.004334042371170325,0.01677791132865868,-0.02793199582615179,2024-12-01 00:44:22
USDC,USDC,1.0,39902026674,5310947841,39910070913.7006,39912486709.9483,1.17,0.877647,-0.004334042371170325,0.01677791132865868,-0.02793199582615179,2024-12-01 00:44:37
USDC,USDC,1.0,39902026674,5310947841,39910070913.7006,39912486709.9483,1.17,0.877647,-0.004334042371170325,0.01677791132865868,-0.02793199582615179,2024-12-01 00:44:52
USDC,USDC,1.0,39902026674,5310947841,39910070913.7006,39912486709.9483,1.17,0.877647,-0.004334042371170325,0.01677791132865868,-0.02793199582615179,2024-12-01 00:45:07
