name,symbol,current_price,market_cap,total_volume,circulating_supply,total_supply,ath,atl,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_7d_in_currency,timestamp
Tether,USDT,1.001,134249967128,88974307867,134122209730.458,134122209730.458,1.32,0.572521,-0.05653548128903125,0.07292720265757437,-0.03012358689206717,2024-12-01 21:06:48
Tether,USDT,1.001,134249967128,88974307867,134122209730.458,134122209730.458,1.32,0.572521,-0.05653548128903125,0.07292720265757437,-0.03012358689206717,2024-12-01 21:07:03
